Conference,Division,School,Contact Name,Title,Sports,Address,City,State,Zip Code,,,,,,
Iowa CC Athletic Conf,NJCAA I,MARSHALLTOWN COMMUNITY COLLEGE,Tanya Sommerlot,Head Coach,Women's Dance,3700 S. Center St.,Marshalltown,IA,50158-4760,,,,,,
Iowa CC Athletic Conf,NJCAA I,NORTH IOWA AREA COMMUNITY COLLEGE,Tina Wihlm,Head Coach,Women's Dance,500 College Dr,Mason City,IA,50401-7213,,,,,,
Iowa CC Athletic Conf,NJCAA I,SOUTHWESTERN COMMUNITY COLLEGE,Kaeleigh Ballentine,Head Coach,Women's Dance,1501 W. Townline St.,Creston,IA,50801-0000,,,,,,
Kansas Collegiate,NAIA 1,KANSAS WESLEYAN UNIVERSITY,Kelsey Kieboz,Head Coach,Women's Dance,100 E Claflin Ave.,Salina,KS,67401-6146,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,CLOUD COUNTY COMMUNITY COLLEGE,Jolie Kasper,Head Coach,Women's Dance,2221 Campus Drive; Box 1002,Concordia,KS,66901-1002,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,COWLEY COLLEGE,Lindsay Sanderholm,Head Coach,Women's Dance,125 S 2nd St,Arkansas City,KS,67005-2662,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,GARDEN CITY COMMUNITY COLLEGE,Sophia Hernandez,Head Coach,Women's Dance,801 Campus Dr.,Garden City,KS,67846-6333,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,JOHNSON COUNTY COMMUNITY COLLEGE,Amy Sellers,Head Coach,Women's Dance,12345 College Blvd,Overland Park,KS,66210-1283,,,,,,
Lone Star,NCAA II,TEXAS A&M UNIVERSITY (Commerce),Ashley Rocke,Head Coach,Women's Dance,2600 South Neal,Commerce,TX,75428-0000,,,,,,
Lone Star,NCAA II,"TEXAS OF THE PERMIAN BASIN, U. OF",Sherry Johnson,Head Coach,Women's Dance,4901 E University Blvd.,Odessa,TX,79762-8122,,,,,,
MAC Commonwealth,NCAA III,ALVERNIA UNIVERSITY,April Halligan Rostek,Head Coach,Women's Dance,400 Saint Bernardine St,Reading,PA,19607-1799,,,,,,
Michigan Intercollegiate,NCAA III,ADRIAN COLLEGE,Madeline Soave,Head Coach,Women's Dance,110 South Madison Street,Adrian,MI,49221-2518,,,,,,
Mid-American (MAC),NCAA I,BALL STATE UNIVERSITY,Amy Wilkins,Head Coach,Women's Dance,2000 W University Ave.,Muncie,IN,47306-1022,,,,,,
Mid-American (MAC),NCAA I,EASTERN MICHIGAN UNIVERSITY,Jenna Williams,Head Coach,Women's Dance,Convocation Center,Ypsilanti,MI,48197-0000,,,,,,
Mid-American (MAC),NCAA I,WESTERN MICHIGAN UNIVERSITY,Ashley Counterman,Head Coach,Women's Dance,1903 W. Michigan Avenue,Kalamazoo,MI,49008-0000,,,,,,
Mid-South,NAIA 1,GEORGETOWN COLLEGE,Angela Earwood,Head Coach,Women's Dance,400 E College St.,Georgetown,KY,40324-1628,,,,,,
Midwest,NCAA III,SAINT NORBERT COLLEGE,Emily Vetter,Head Coach,Women's Dance,100 Grant St.,De Pere,WI,54115-2099,,,,,,
Minnesota Intercollegiate,NCAA III,SAINT CATHERINE UNIVERSITY,Alexa Boderman,Head Coach,Women's Dance,2004 Randolph Ave,Saint Paul,MN,55105-1750,,,,,,
Missouri Valley,NCAA I,SOUTHERN ILLINOIS U. (Carbondale),Tawmi Conley,Head Coach,Women's Dance,118C Lingle Hall Rm 118,Carbondale,IL,62901-6620,,,,,,
Mountain West,NCAA I,"WYOMING, UNIVERSITY OF",Bree Shumate,Head Coach,Women's Dance,Dept. 3414,Laramie,WY,82071-0000,,,,,,
NCCAA,Ind 4yr,OTTAWA UNIVERSITY-ARIZONA,Melanie Nemerguth,Head Coach,Women's Dance,15950 N. Civic Center Plaza,Surprise,AZ,85374-0000,,,,,,
Nebraska CCAC,NJCAA I,CENTRAL COMMUNITY COLLEGE,Britt Steiner,Head Coach,Women's Dance,4500 63rd St,Columbus,NE,68602-1027,,,,,,
NJAC,NCAA III,RAMAPO COLL. OF NEW JERSEY,Haley Gott,Head Coach,Women's Dance,505 Ramapo Valley Rd.,Mahwah,NJ,07430-0000,,,,,,
North Star Athletic Association,NAIA 1,"JAMESTOWN, UNIVERSITY OF",Ashley Stubbs,Head Coach,Women's Dance,6018 College Lane,Jamestown,ND,58405-0000,,,,,,
North Star Athletic Association,NAIA 1,VITERBO UNIVERSITY,Molly Mullaney,Head Coach,Women's Dance,900 Viterbo Drive,La Crosse,WI,54601-0000,,,,,,
Northeast 10,NCAA II,PACE UNIVERSITY,Christina Manno,Head Coach,Women's Dance,Goldstein Fitness Center,Pleasantville,NY,10570-2700,,,,,,
Northern Athletics Collegiate Conf.,NCAA III,BENEDICTINE UNIVERSITY,Antoinette Williams,Head Coach,Women's Dance,5700 College Road,Lisle,IL,60532-2851,,,,,,
Region 15,NJCAA I,NASSAU COMMUNITY COLLEGE,Jessica Muckle,Head Coach,Women's Dance,1 Education Drive,Garden City,NY,11530-0000,,,,,,
Rocky Mountain,NCAA II,DIXIE STATE UNIVERSITY,Kori Esplin,Head Coach,Women's Dance,225 S University Avenue,Saint George,UT,84770-3875,,,,,,
Scenic West,NJCAA I,SNOW COLLEGE,Karen Johnson,Head Coach,Women's Dance,150 E College Ave,Ephraim,UT,84627-0000,,,,,,
SEC,NCAA I,"KENTUCKY, UNIVERSITY OF",Dawn Walters,Head Coach,Women's Dance,Joe Craft Center,Lexington,KY,40506-0604,,,,,,
SEC,NCAA I,"MISSOURI, UNIVERSITY OF",Shannon Fry,Head Coach,Women's Dance,#1 Champions Drive,Columbia,MO,65211-0000,,,,,,
Skyline,NCAA III,"ST. JOSEPH'S COLLEGE (Brooklyn, NY)",Lauren Fuchs,Head Coach,Women's Dance,212 Vanderbilt Ave.,Brooklyn,NY,11205-3602,,,,,,
Southern,NCAA I,WOFFORD COLLEGE,Denise Latini,Head Coach,Women's Dance,429 N. Church St.,Spartanburg,SC,29303-0000,,,,,,
Southern Athletic Association,NCAA III,HENDRIX COLLEGE,Donna Franks,Head Coach,Women's Dance,1600 Washington Ave,Conway,AR,72032-0000,,,,,,
Southern States,NAIA 1,BREWTON-PARKER COLLEGE,Nikki Larsen,Head Coach,Women's Dance,201 David Eliza Fountain Circle,Mt. Vernon,GA,30445-0000,,,,,,
Sun Conf.,NAIA 1,ST. THOMAS UNIVERSITY (FL),Michelle Bassett-Ruben,Head Coach,Women's Dance,16401 NW 37th Avenue,Miami Gardens,FL,33054-0000,,,,,,
Sunshine State,NCAA II,NOVA SOUTHEASTERN UNIVERSITY,Elizabeth DiBiase,Head Coach,Women's Dance,3301 College Ave,Fort Lauderdale,FL,33314-7721,,,,,,
WJCAC,NJCAA I,ODESSA COLLEGE,Gabriela Gutierrez,Head Coach,Women's Dance,201 W University Blvd,Odessa,TX,79764-7105,,,,,,
Wolverine-Hoosier,NAIA 1,LAWRENCE TECHNOLOGICAL UNIVERSITY,Lauren B. Allen,Head Coach,Women's Dance,21000 West Ten Mile Rd.,Southfield,MI,48075-0000,,,,,,
Wolverine-Hoosier,NAIA 1,SIENA HEIGHTS UNIVERSITY,Angie Heath,Head Coach,Women's Dance,1247 E Siena Heights Dr.,Adrian,MI,49221-0000,,,,,,
Colonial States,NCAA III,CENTENARY UNIVERSITY,Michael Dowling,Head Coach,Men's Equestrian,400 Jefferson St.,Hackettstown,NJ,07840-2184,,,,,,
Colonial States,NCAA III,CENTENARY UNIVERSITY,Sarah Simms,Head Coach,Men's Equestrian,400 Jefferson St.,Hackettstown,NJ,07840-2184,,,,,,
Empire 8,NCAA III,NAZARETH COLLEGE,Therese Bouchard,Head Coach,Men's Equestrian,4245 East Ave,Rochester,NY,14618-3703,,,,,,
Great Northeast,NCAA III,JOHNSON & WALES U. (RI),Dirk Fogg,Head Coach,Men's Equestrian,8 Abbott Park Place,Providence,RI,02903-3703,,,,,,
Great Northeast,NCAA III,JOHNSON & WALES U. (RI),Crystal Taylor,Head Coach,Men's Equestrian,8 Abbott Park Place,Providence,RI,02903-3703,,,,,,
North Eastern,NCAA III,CAZENOVIA COLLEGE,Amy Sherrick-von Schiller,Head Coach,Men's Equestrian,Stephen M. Schneeweiss Athletic Complex,Cazenovia,NY,13035-0000,,,,,,
North Eastern,NCAA III,CAZENOVIA COLLEGE,Adam D'Agostino,Head Coach,Men's Equestrian,Stephen M. Schneeweiss Athletic Complex,Cazenovia,NY,13035-0000,,,,,,
North Eastern,NCAA III,CAZENOVIA COLLEGE,Stefani Watson,Head Coach,Men's Equestrian,Stephen M. Schneeweiss Athletic Complex,Cazenovia,NY,13035-0000,,,,,,
American,NCAA I,SOUTHERN METHODIST UNIVERSITY,Carol Gwin,Head Coach,Women's Equestrian,PO Box 750315,Dallas,TX,75275-0315,,,,,,
Big 12,NCAA I,BAYLOR UNIVERSITY,Casie Maxwell,Head Coach,Women's Equestrian,1500 S. University Parks Dr.,Waco,TX,76706-0000,,,,,,
Big 12,NCAA I,KANSAS STATE UNIVERSITY,Casie Maxwell,Head Coach,Women's Equestrian,Bramlage Coliseum,Manhattan,KS,66502-3308,,,,,,
Big 12,NCAA I,OKLAHOMA STATE UNIVERSITY,Larry Sanchez,Head Coach,Women's Equestrian,OSU Athletics Center,Stillwater,OK,74078-5070,,,,,,
Big 12,NCAA I,TEXAS CHRISTIAN UNIVERSITY,Haley Schoolfield,Head Coach,Women's Equestrian,3500 Bellaire Drive North,Fort Worth,TX,76129-0000,,,,,,
Central Valley,NJCAA I,REEDLEY COLLEGE,Desiree Molyneux,Head Coach,Women's Equestrian,995 N Reed Ave,Reedley,CA,93654-0000,,,,,,
Central Valley,NJCAA I,"SEQUOIAS, COLLEGE OF THE",Kim Pitigliano,Head Coach,Women's Equestrian,915 S Mooney Blvd.,Visalia,CA,93277-2214,,,,,,
Colonial,NCAA I,"CHARLESTON, COLLEGE OF",Bob Story,Head Coach,Women's Equestrian,66 George Street,Charleston,SC,29424-0000,,,,,,
Colonial States,NCAA III,CENTENARY UNIVERSITY,Michael Dowling,Head Coach,Women's Equestrian,400 Jefferson St.,Hackettstown,NJ,07840-2184,,,,,,
Colonial States,NCAA III,CENTENARY UNIVERSITY,Sarah Simms,Head Coach,Women's Equestrian,400 Jefferson St.,Hackettstown,NJ,07840-2184,,,,,,
Commonwealth Coast,NCAA III,ENDICOTT COLLEGE,Bethany Jones,Head Coach,Women's Equestrian,376 Hale Street,Beverly,MA,01915-2096,,,,,,
Conference Carolinas,NCAA II,CONVERSE COLLEGE,Suzanne Russell,Head Coach,Women's Equestrian,580 E Main St.,Spartanburg,SC,29302-1931,,,,,,
East Coast,NCAA II,LIU POST/LONG ISLAND U.,Brooke Chasin,Head Coach,Women's Equestrian,720 Northern Blvd.,Brookville,NY,11548-0000,,,,,,
East Coast,NCAA II,MOLLOY COLLEGE,Carole Gerrity,Head Coach,Women's Equestrian,1000 Hempstead Ave.,Rockville Centre,NY,11571-0000,,,,,,
Empire 8,NCAA III,HARTWICK COLLEGE,Tammy Sousa,Head Coach,Women's Equestrian,Binder Gymnasium,Oneonta,NY,13820-0000,,,,,,
Empire 8,NCAA III,NAZARETH COLLEGE,Therese Bouchard,Head Coach,Women's Equestrian,4245 East Ave,Rochester,NY,14618-3703,,,,,,
Empire 8,NCAA III,STEVENS INSTITUTE OF TECHNOLOGY,Patti Zwaan,Head Coach,Women's Equestrian,One Castle Point on Hudson,Hoboken,NJ,07030-0000,,,,,,
Great Northeast,NCAA III,JOHNSON & WALES U. (RI),Dirk Fogg,Head Coach,Women's Equestrian,8 Abbott Park Place,Providence,RI,02903-3703,,,,,,
Great Northeast,NCAA III,JOHNSON & WALES U. (RI),Crystal Taylor,Head Coach,Women's Equestrian,8 Abbott Park Place,Providence,RI,02903-3703,,,,,,
Great Northeast,NCAA III,MOUNT IDA COLLEGE,Mary Beth McGee,Head Coach,Women's Equestrian,777 Dedham St.,Newton,MA,02459-0000,,,,,,
New England Collegiate,NCAA III,BECKER COLLEGE,Nicole Eastman,Head Coach,Women's Equestrian,964 Main St.,Leicester,MA,01524-1105,,,,,,
Great Midwest Athletic Conference,NCAA II,"FINDLAY, UNIVERSITY OF",Alexandra Kemp-thompson,Head Coach,Women's Equestrian,1000 N Main St,Findlay,OH,45840-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,"FINDLAY, UNIVERSITY OF",Cindy Morehead,Head Coach,Women's Equestrian,1000 N Main St,Findlay,OH,45840-0000,,,,,,
Sooner,NAIA 1,OKLAHOMA PANHANDLE STATE UNIV.,Malissa Meyer,Head Coach,Women's Equestrian,323 W. Eagle Blvd.,Goodwell,OK,73939-0000,,,,,,
Liberty League,NCAA III,SKIDMORE COLLEGE,Cindy Ford,Head Coach,Women's Equestrian,815 N. Broadway,Saratoga Springs,NY,12866-0000,,,,,,
Summit League,NCAA I,SOUTH DAKOTA STATE,Ellie Wilkins,Head Coach,Women's Equestrian,2820 HPER Center,Brookings,SD,57007-1497,,,,,,
Northeast 10,NCAA II,STONEHILL COLLEGE,Kristen Redquest,Head Coach,Women's Equestrian,320 Washington St.,Easton,MA,02357-0000,,,,,,
Ivy League,NCAA I,BROWN UNIVERSITY,Michaela Scanlon,Head Coach,Women's Equestrian,233 Hope St,Providence,RI,02912-0000,,,,,,
Ivy League,NCAA I,CORNELL UNIVERSITY,Joanna Novakovic,Head Coach,Women's Equestrian,512 Campus Rd,Ithaca,NY,14853-0000,,,,,,
Landmark,NCAA III,DREW UNIVERSITY,Karen Sykes,Head Coach,Women's Equestrian,36 Madison Ave.,Madison,NJ,07940-1434,,,,,,
Liberty League,NCAA III,ST. LAWRENCE UNIVERSITY,Mary Drueding,Head Coach,Women's Equestrian,Augsbury Center,Canton,NY,13617-0000,,,,,,
Little East,NCAA III,"MASSACHUSETTS, U. OF (North Dartmouth)",Mary Charette,Head Coach,Women's Equestrian,285 Old Westport Road,North Dartmouth,MA,02747-2300,,,,,,
Lone Star,NCAA II,WEST TEXAS A&M UNIVERSITY,Amanda Love,Head Coach,Women's Equestrian,WTAMU Box 60049,Canyon,TX,79016-0001,,,,,,
MAC Commonwealth,NCAA III,ALVERNIA UNIVERSITY,Tobey McWilliams,Head Coach,Women's Equestrian,400 Saint Bernardine St,Reading,PA,19607-1799,,,,,,
MAC Freedom,NCAA III,DELAWARE VALLEY UNIVERSITY,Angelo Telatin,Head Coach,Women's Equestrian,700 E Butler Ave,Doylestown,PA,18901-2607,,,,,,
MAC Freedom,NCAA III,DELAWARE VALLEY UNIVERSITY,Cory Kieschnick,Head Coach,Women's Equestrian,700 E Butler Ave,Doylestown,PA,18901-2607,,,,,,
MASCAC,NCAA III,BRIDGEWATER STATE UNIVERSITY,Geraldine Burnett,Head Coach,Women's Equestrian,325 Plymouth St. Room 200,Bridgewater,MA,02325-0000,,,,,,
Michigan Intercollegiate,NCAA III,ADRIAN COLLEGE,Jody Prime,Head Coach,Women's Equestrian,110 South Madison Street,Adrian,MI,49221-2518,,,,,,
Mid-Eastern (MEAC),NCAA I,DELAWARE STATE UNIVERSITY,Jennifer Ridgely,Head Coach,Women's Equestrian,1200 N. Dupont Hwy,Dover,DE,19901-0000,,,,,,
Mountain West,NCAA I,FRESNO STATE,Eric Hubbard,Head Coach,Women's Equestrian,5305 N. Campus Dr. MS NG27,Fresno,CA,93740-0000,,,,,,
NEWMAC,NCAA III,MOUNT HOLYOKE COLLEGE,Carol Law,Head Coach,Women's Equestrian,50 College Street,South Hadley,MA,01075-0000,,,,,,
NEWMAC,NCAA III,SMITH COLLEGE,Sue Payne,Head Coach,Women's Equestrian,102 Lower College Lane,Northampton,MA,01063-0000,,,,,,
North Eastern,NCAA III,CAZENOVIA COLLEGE,Amy Sherrick-von Schiller,Head Coach,Women's Equestrian,Stephen M. Schneeweiss Athletic Complex,Cazenovia,NY,13035-0000,,,,,,
North Eastern,NCAA III,CAZENOVIA COLLEGE,Adam D'Agostino,Head Coach,Women's Equestrian,Stephen M. Schneeweiss Athletic Complex,Cazenovia,NY,13035-0000,,,,,,
North Eastern,NCAA III,CAZENOVIA COLLEGE,Stefani Watson,Head Coach,Women's Equestrian,Stephen M. Schneeweiss Athletic Complex,Cazenovia,NY,13035-0000,,,,,,
North Eastern,NCAA III,MORRISVILLE STATE COLLEGE,Erin Dunn,Head Coach,Women's Equestrian,80 Eaton Street,Morrisville,NY,13408-0000,,,,,,
North Eastern,NCAA III,MORRISVILLE STATE COLLEGE,Tiffany Day,Head Coach,Women's Equestrian,80 Eaton Street,Morrisville,NY,13408-0000,,,,,,
Northeast,NCAA I,SACRED HEART UNIVERSITY,Tiffany Hajdasz,Head Coach,Women's Equestrian,5151 Park Ave,Fairfield,CT,06825-0000,,,,,,
Northern Sun,NCAA II,"MINNESOTA, U. OF (Crookston)",Kayla Krueger,Head Coach,Women's Equestrian,2900 University Avenue,Crookston,MN,56716-0000,,,,,,
Ohio Valley,NCAA I,"TENNESSEE MARTIN, UNIVERSITY OF",Meghan Cunningham Corvin,Head Coach,Women's Equestrian,1022 Elam Ctr.,Martin,TN,38238-0001,,,,,,
Old Dominion,NCAA III,HOLLINS UNIVERSITY,Claudia Roland,Head Coach,Women's Equestrian,8124 Forest of Arden,Roanoke,VA,24020-0000,,,,,,
PSAC,NCAA II,SETON HILL UNIVERSITY,Becki Bloom,Head Coach,Women's Equestrian,One Seton Hill Dr.,Greensburg,PA,15601-0000,,,,,,
Region 15,NJCAA I,SUFFOLK COUNTY COMMUNITY COLLEGE,Kerry Swanson,Head Coach,Women's Equestrian,533 College Rd.,Selden,NY,11784-2851,,,,,,
SEC,NCAA I,AUBURN UNIVERSITY,Greg Williams,Head Coach,Women's Equestrian,392 S. Donahue Dr.,Auburn,AL,36849-0000,,,,,,
SEC,NCAA I,"GEORGIA, UNIVERSITY OF",Meghan Boenig,Head Coach,Women's Equestrian,PO Box 1472,Athens,GA,30603-0000,,,,,,
SEC,NCAA I,"SOUTH CAROLINA, U. OF",Boo Major,Head Coach,Women's Equestrian,1304 Heyward St.,Columbia,SC,29208-0000,,,,,,
SEC,NCAA I,TEXAS A&M UNIVERSITY,Tana McKay,Head Coach,Women's Equestrian,756 Houston St.,College Station,TX,77843-1228,,,,,,
Sooner,NAIA 1,OKLAHOMA PANHANDLE STATE UNIV.,Lisa Drumhiller,Head Coach,Women's Equestrian,323 W. Eagle Blvd.,Goodwell,OK,73939-0000,,,,,,
Southern Athletic Association,NCAA III,BERRY COLLEGE,Margaret Knight,Head Coach,Women's Equestrian,2277 Martha Berry Blvd,Mount Berry,GA,30149-5015,,,,,,
SUNYAC,NCAA III,SUNY GENESEO,Kim Sanford,Head Coach,Women's Equestrian,Merritt Athletic Center,Geneseo,NY,14454-1401,,,,,,
USA South,NCAA III,FERRUM COLLEGE,Margaret Cornwell,Head Coach,Women's Equestrian,590 Ferrum Mtn. Rd.,Ferrum,VA,24088-9001,,,,,,
USA South,NCAA III,WESLEYAN COLLEGE,Jessica Meagher Denniston,Head Coach,Women's Equestrian,4760 Forsyth Rd,Macon,GA,31210-4462,,,,,,
USCAA,Ind 4yr,JUDSON COLLEGE,Jennifer Hoggle,Head Coach,Women's Equestrian,302 Bibb Street,Marion,AL,36756-0000,,,,,,
USCAA,Ind 4yr,JUDSON COLLEGE,Janice Williams,Head Coach,Women's Equestrian,302 Bibb Street,Marion,AL,36756-0000,,,,,,
Commonwealth Coast,NCAA III,ROGER WILLIAMS UNIVERSITY,Ted Torrey,Head Coach,Men's Polo,One Old Ferry Rd,Bristol,RI,02809-0000,,,,,,
Ivy League,NCAA I,CORNELL UNIVERSITY,Dave Eldredge,Head Coach,Men's Polo,512 Campus Rd,Ithaca,NY,14853-0000,,,,,,
Commonwealth Coast,NCAA III,ROGER WILLIAMS UNIVERSITY,Ted Torrey,Head Coach,Women's Polo,One Old Ferry Rd,Bristol,RI,02809-0000,,,,,,
Ivy League,NCAA I,CORNELL UNIVERSITY,Dave Eldredge,Head Coach,Women's Polo,512 Campus Rd,Ithaca,NY,14853-0000,,,,,,
Arizona CC Athletic Conf,NJCAA I,CENTRAL ARIZONA COLLEGE,Joe Moody,Head Coach,Men's Rodeo,8470 N Overfield Rd.,Coolidge,AZ,85128-0000,,,,,,
Frontier,NAIA 1,"PROVIDENCE, UNIVERSITY OF",Dick Lyman,Head Coach,Men's Rodeo,(formerly U. of Great Falls),Great Falls,MT,59405-0000,,,,,,
GAC,NCAA II,SOUTHWESTERN OKLAHOMA STATE U.,Mike Visnieski,Head Coach,Men's Rodeo,100 Campus Dr,Weatherford,OK,73096-3001,,,,,,
Golden Valley,NJCAA I,LASSEN COLLEGE,Dan Williams,Head Coach,Men's Rodeo,478-200 Hwy 139,Susanville,CA,96130-0000,,,,,,
Gulf South,NCAA II,"WEST ALABAMA, UNIV. OF",Alex Caudle,Head Coach,Men's Rodeo,1 College Dr.,Livingston,AL,35470-0000,,,,,,
Region 9,NJCAA I,CENTRAL WYOMING COLLEGE,Drew Schrock,Head Coach,Men's Rodeo,2660 Peck Ave.,Riverton,WY,82501-0000,,,,,,
Independent,NJCAA I,OTERO JUNIOR COLLEGE,Linsay Sumpter,Head Coach,Men's Rodeo,1802 Colorado Ave,La Junta,CO,81050-3415,,,,,,
Region 9,NJCAA I,SHERIDAN COLLEGE,Marc Gilkerson,Head Coach,Men's Rodeo,3059 Coffeen Avenue,Sheridan,WY,82801-0000,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,DODGE CITY COMMUNITY COLLEGE,Greg Burrows,Head Coach,Men's Rodeo,2501 N 14th Ave.,Dodge City,KS,67801-2316,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,FORT SCOTT COMMUNITY COLLEGE,Chad Cross,Head Coach,Men's Rodeo,2108 S. Horton St.,Fort Scott,KS,66701-3140,,,,,,
Lone Star,NCAA II,EASTERN NEW MEXICO UNIVERSITY,Albert Flinn,Head Coach,Men's Rodeo,Greyhound Arena,Portales,NM,88130-0000,,,,,,
MACJC,NJCAA I,NORTHWEST MISSISSIPPI CC,Shelli Benton,Head Coach,Men's Rodeo,4975 Highway 51 North,Senatobia,MS,38668-0000,,,,,,
Sooner,NAIA 1,BACONE COLLEGE,Todd Smith,Head Coach,Men's Rodeo,2299 Old Bacone Rd.,Muskogee,OK,74403-0000,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,GARDEN CITY COMMUNITY COLLEGE,Jimboy Hash,Head Coach,Men's Rodeo,801 Campus Dr.,Garden City,KS,67846-6333,,,,,,
Region 9,NJCAA I,LARAMIE COUNTY COMMUNITY COLLEGE,Beau Clark,Head Coach,Men's Rodeo,1400 East College Dr.,Cheyenne,WY,82007-0000,,,,,,
Independent,NJCAA I,MILES COMMUNITY COLLEGE,Wally Badgett,Head Coach,Men's Rodeo,2715 Dickinson St.,Miles City,MT,59301-4774,,,,,,
Heart of America,NAIA 1,MISSOURI VALLEY COLLEGE,Ken Mason,Head Coach,Men's Rodeo,500 E. College St.,Marshall,MO,65340-3109,,,,,,
Frontier,NAIA 1,MONTANA STATE U.-NORTHERN,Doug Kallenberger,Head Coach,Men's Rodeo,300 West 13th St,Havre,MT,59501-0000,,,,,,
Frontier,NAIA 1,"MONTANA WESTERN, U. OF",Iola Else,Head Coach,Men's Rodeo,710 S. Atlantic St.,Dillon,MT,59725-3511,,,,,,
Region 9,NJCAA I,NORTHWEST COLLEGE,Becky Nose,Head Coach,Men's Rodeo,231 W 6th St,Powell,WY,82435-1898,,,,,,
GAC,NCAA II,NORTHWESTERN OKLAHOMA STATE U.,Stockton Graves,Head Coach,Men's Rodeo,709 Oklahoma Blvd,Alva,OK,73717-0000,,,,,,
GAC,NCAA II,SOUTHEASTERN OKLAHOMA STATE U.,Christi Braudrick,Head Coach,Men's Rodeo,"1405 North 4th Ave., PMB 4108",Durant,OK,74701-0000,,,,,,
North Star Athletic Association,NAIA 1,DICKINSON STATE UNIVERSITY,Eudell Larson,Head Coach,Men's Rodeo,291 Campus Dr.,Dickinson,ND,58601-4853,,,,,,
NWAC,NJCAA I,TREASURE VALLEY COMMUNITY COLLEGE,Drew Pearson,Head Coach,Men's Rodeo,650 College Blvd.,Ontario,OR,97914-3423,,,,,,
Ohio Valley,NCAA I,"TENNESSEE MARTIN, UNIVERSITY OF",John Luthi,Head Coach,Men's Rodeo,1022 Elam Ctr.,Martin,TN,38238-0001,,,,,,
Oklahoma Collegiate,NJCAA I,WESTERN OKLAHOMA STATE,Jess Tierney,Head Coach,Men's Rodeo,2801 N Main St,Altus,OK,73521-1397,,,,,,
Red River,NAIA 1,LOUISIANA STATE U. AT ALEXANDRIA,Chase Hammons,Head Coach,Men's Rodeo,8100 Highway 71 South,Alexandria,LA,71302-0000,,,,,,
Region 5,NJCAA I,RANGER COLLEGE,Llew Rust,Head Coach,Men's Rodeo,1100 College Cir,Ranger,TX,76470-0000,,,,,,
Region 9,NJCAA I,GILLETTE COLLEGE,Will LaDuke,Head Coach,Men's Rodeo,300 West Sinclair,Gillette,WY,82718-0000,,,,,,
Rocky Mountain,NCAA II,BLACK HILLS STATE UNIVERSITY,Glen Lammers,Head Coach,Men's Rodeo,1200 University St.,Spearfish,SD,57799-9424,,,,,,
Scenic West,NJCAA I,"SOUTHERN IDAHO, COLL. OF",Steve Birnie,Head Coach,Men's Rodeo,315 Falls Ave.,Twin Falls,ID,83303-1238,,,,,,
Sooner,NAIA 1,OKLAHOMA PANHANDLE STATE UNIV.,Robert Etbauer,Head Coach,Men's Rodeo,323 W. Eagle Blvd.,Goodwell,OK,73939-0000,,,,,,
WJCAC,NJCAA I,NEW MEXICO JUNIOR COLLEGE,Stewart Kinley,Head Coach,Men's Rodeo,1 Thunderbird Circle,Hobbs,NM,88240-0000,,,,,,
WJCAC,NJCAA I,ODESSA COLLEGE,C.J. Aragon,Head Coach,Men's Rodeo,201 W University Blvd,Odessa,TX,79764-7105,,,,,,
WJCAC,NJCAA I,SOUTH PLAINS COLLEGE,Kerry Doster,Head Coach,Men's Rodeo,1401 College Ave,Levelland,TX,79336-0000,,,,,,
WJCAC,NJCAA I,WESTERN TEXAS COLLEGE,Greg Rhodes,Head Coach,Men's Rodeo,6200 College Ave,Snyder,TX,79549-6105,,,,,,
Arizona CC Athletic Conf,NJCAA I,CENTRAL ARIZONA COLLEGE,Joe Moody,Head Coach,Women's Rodeo,8470 N Overfield Rd.,Coolidge,AZ,85128-0000,,,,,,
Frontier,NAIA 1,"PROVIDENCE, UNIVERSITY OF",Dick Lyman,Head Coach,Women's Rodeo,(formerly U. of Great Falls),Great Falls,MT,59405-0000,,,,,,
GAC,NCAA II,SOUTHWESTERN OKLAHOMA STATE U.,Mike Visnieski,Head Coach,Women's Rodeo,100 Campus Dr,Weatherford,OK,73096-3001,,,,,,
Golden Valley,NJCAA I,LASSEN COLLEGE,Suzanne Williams,Head Coach,Women's Rodeo,478-200 Hwy 139,Susanville,CA,96130-0000,,,,,,
Gulf South,NCAA II,"WEST ALABAMA, UNIV. OF",Alex Caudle,Head Coach,Women's Rodeo,1 College Dr.,Livingston,AL,35470-0000,,,,,,
Region 9,NJCAA I,CENTRAL WYOMING COLLEGE,Drew Schrock,Head Coach,Women's Rodeo,2660 Peck Ave.,Riverton,WY,82501-0000,,,,,,
Independent,NJCAA I,OTERO JUNIOR COLLEGE,Linsay Sumpter,Head Coach,Women's Rodeo,1802 Colorado Ave,La Junta,CO,81050-3415,,,,,,
Region 9,NJCAA I,SHERIDAN COLLEGE,Marc Gilkerson,Head Coach,Women's Rodeo,3059 Coffeen Avenue,Sheridan,WY,82801-0000,,,,,,
